host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,is_location_exact,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,require_guest_profile_picture,summary_sent,description_sent,property_type_Bed & Breakfast,property_type_Boat,property_type_Bungalow,property_type_Cabin,property_type_Camper/RV,property_type_Chalet,property_type_Condominium,property_type_Dorm,property_type_House,property_type_Loft,property_type_Other,property_type_Tent,property_type_Townhouse,property_type_Treehouse,property_type_Yurt,room_type_Private room,room_type_Shared room,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed
100.0,100.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,115.0,250.0,75.0,2,15.0,2,365,24,357,119,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.19012987012987012,0.17944624819624821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94.89738919247117,99.96714848883049,0.0,1.0,1.0,0.0,1,2.0,2.0,4.0,300.0,150.0,150.0,1,0.0,7,30,0,308,2,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.3,0.337962962962963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94.89738919247117,99.96714848883049,0.0,1.0,1.0,0.0,1,2.0,3.0,3.0,500.0,100.0,85.0,1,0.0,1,10,0,231,6,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.37857142857142856,0.22023809523809526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94.89738919247117,99.96714848883049,0.0,1.0,1.0,1.0,1,2.0,2.0,2.0,200.0,100.0,100.0,1,0.0,3,14,0,0,3,10.0,10.0,9.0,10.0,10.0,10.0,0,0,0.37142857142857144,0.26226984126984126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,95.0,100.0,20.0,1,10.0,2,180,12,14,83,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.26666666666666666,0.21953781512605045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,60.0,100.0,25.0,1,20.0,1,21,22,352,147,9.0,8.0,10.0,10.0,10.0,9.0,1,0,0.1875,0.3623677248677249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,4.0,1.0,1.0,1,1.0,1.0,1.0,175.0,100.0,65.0,2,25.0,3,180,30,361,21,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.30068542568542567,0.2372806637806638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,2.0,1.0,2.0,129.0,500.0,100.0,4,25.0,2,365,25,356,106,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.21830357142857146,0.1980769230769231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,99.96714848883049,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,125.0,100.0,72.0,1,10.0,1,180,0,0,7,10.0,10.0,9.0,10.0,10.0,9.0,0,0,0.3234375,0.162719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94.0,100.0,0.0,34.0,1.0,1.0,1,1.0,1.0,2.0,127.0,100.0,96.0,1,0.0,2,365,23,149,15,10.0,10.0,10.0,10.0,10.0,10.0,1,1,0.21212121212121213,0.35479797979797983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.0,100.0,0.0,2.0,1.0,1.0,1,1.0,2.0,3.0,225.0,250.0,150.0,3,25.0,3,365,30,365,11,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0.049999999999999996,0.08571428571428573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,149.0,100.0,45.0,2,45.0,1,7,30,89,25,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.2725000000000001,0.33333333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,3.0,1.0,1.0,1,1.0,1.0,2.0,95.0,300.0,45.0,2,25.0,2,365,11,283,135,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.0,0.3264705882352942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,3.0,149.0,150.0,75.0,2,25.0,1,1125,30,364,100,9.0,10.0,10.0,10.0,9.0,9.0,1,0,0.0,0.09641203703703706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
99.0,100.0,0.0,169.0,1.0,1.0,1,2.0,2.0,3.0,165.0,100.0,99.0,1,0.0,2,1125,23,357,11,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.0,0.3638888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.0,100.0,0.0,169.0,1.0,1.0,1,2.0,2.0,3.0,143.0,100.0,99.0,1,0.0,2,1125,30,364,10,10.0,9.0,10.0,10.0,10.0,8.0,0,0,0.0,0.3638888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,99.96714848883049,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,109.0,100.0,50.0,2,30.0,2,14,2,337,81,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.26666666666666666,0.3239015151515151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,135.0,300.0,60.0,2,0.0,2,8,25,354,135,9.0,9.0,10.0,10.0,10.0,9.0,0,1,0.425,0.5474358974358975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,99.96714848883049,0.0,1.0,1.0,1.0,1,3.0,3.0,3.0,250.0,300.0,150.0,1,0.0,2,30,0,155,2,10.0,10.0,9.0,10.0,10.0,10.0,0,1,0.3625,0.3001594896331738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.5,1.0,1.0,92.0,400.0,50.0,2,0.0,2,365,27,362,90,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.6625,0.34715909090909086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,3.0,1.0,1.0,1,1.0,1.0,2.0,54.0,100.0,35.0,3,7.0,2,28,20,347,72,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0.2957142857142857,0.2829751803751803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,0.0,1,1.0,1.0,2.0,75.0,100.0,50.0,1,10.0,2,30,17,76,134,8.0,8.0,9.0,9.0,9.0,8.0,1,0,0.20126262626262628,0.19261363636363638,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,80.0,100.0,50.0,2,15.0,3,14,25,57,55,9.0,8.0,10.0,10.0,10.0,9.0,0,0,0.45999999999999996,0.41811594202898544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97.0,100.0,0.0,9.0,1.0,1.0,1,1.5,3.0,3.0,325.0,500.0,100.0,6,60.0,2,1125,23,162,68,9.0,9.0,10.0,9.0,10.0,9.0,0,0,0.2809523809523809,0.25833333333333336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,5.0,1.0,1.0,1,2.5,3.0,3.0,245.0,200.0,145.0,6,15.0,1,1125,20,355,38,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.141504329004329,0.13970685111989462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93.0,100.0,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,57.0,100.0,25.0,2,25.0,1,60,17,336,77,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.4375,0.13800595238095237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
75.0,99.96714848883049,0.0,1.0,1.0,1.0,1,1.0,1.0,2.0,150.0,250.0,150.0,4,25.0,7,1125,30,365,8,10.0,10.0,10.0,10.0,10.0,9.0,1,0,0.03125,0.30500992063492066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,1.0,1,1.0,3.0,3.0,78.0,150.0,97.0,2,15.0,2,120,0,58,64,9.0,9.0,10.0,9.0,9.0,9.0,0,1,0.05833333333333333,0.2912229437229438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80.0,100.0,0.0,34.0,1.0,1.0,1,1.0,1.0,2.0,115.0,100.0,70.0,1,15.0,2,60,30,365,15,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.21666666666666665,0.15817760942760936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,1.0,1,1.0,1.0,2.0,150.0,100.0,50.0,2,5.0,3,1125,2,305,65,9.0,9.0,9.0,10.0,10.0,9.0,1,0,0.3661796536796537,0.3006596578025149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.0,100.0,0.0,8.0,1.0,1.0,1,1.0,1.0,1.0,174.0,100.0,60.0,1,0.0,3,90,12,302,19,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.5,0.4221245421245421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,50.0,100.0,50.0,1,0.0,1,1125,27,334,20,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.24444444444444446,0.12002801120448178,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,3.0,3.0,250.0,200.0,50.0,5,25.0,2,14,0,303,13,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0.5792708333333334,0.2226151315789473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33.0,99.96714848883049,0.0,2.0,1.0,0.0,1,2.0,2.0,2.0,400.0,600.0,75.0,3,30.0,3,1125,30,365,8,8.0,7.0,8.0,9.0,9.0,8.0,0,0,-0.25,0.1240842490842491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.5,3.0,4.0,149.0,100.0,60.0,2,25.0,2,29,13,323,103,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0.275,0.4715085638998683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,3.0,1.0,1.0,1,1.0,1.0,2.0,50.0,100.0,35.0,2,15.0,3,16,17,70,58,9.0,9.0,10.0,10.0,10.0,10.0,0,0,0.875,0.48909932659932653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,2.0,2.0,145.0,100.0,45.0,4,30.0,2,14,29,88,45,9.0,9.0,10.0,10.0,10.0,9.0,0,1,0.3583333333333334,0.30445592286501383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,0.0,1,1.5,3.0,5.0,250.0,500.0,150.0,4,25.0,2,1125,20,338,10,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.13472222222222222,0.35049019607843135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,4.0,1.0,1.0,1,2.0,2.0,3.0,245.0,500.0,75.0,4,25.0,3,1125,0,2,18,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.2836734693877551,0.21060644034328246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.0,100.0,0.0,8.0,1.0,1.0,1,1.0,2.0,3.0,204.0,100.0,60.0,1,0.0,3,90,27,327,31,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.18888888888888888,0.28667356797791577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.0,100.0,0.0,7.0,1.0,1.0,1,1.0,1.0,1.0,169.0,200.0,50.0,1,0.0,1,30,22,355,107,9.0,9.0,9.0,9.0,9.0,9.0,0,0,0.2125,0.27499999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,110.0,150.0,50.0,2,20.0,2,1125,1,336,61,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.225,0.22261904761904763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,65.0,100.0,50.0,2,0.0,2,1125,7,280,158,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.0,0.14291666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,4.0,1.0,1.0,1,1.5,1.0,2.0,80.0,200.0,15.0,4,10.0,1,1125,12,326,2,10.0,10.0,10.0,10.0,8.0,8.0,0,0,0.11396103896103897,0.1209647495361781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,2.0,4.0,4.0,250.0,500.0,100.0,6,20.0,2,1125,27,348,30,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.27901785714285715,0.37636408730158727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.5,1.0,1.0,70.0,100.0,20.0,0,0.0,2,1125,2,337,19,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.3416666666666667,0.23286340852130327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,150.0,100.0,50.0,2,10.0,3,1125,0,260,63,9.0,9.0,9.0,9.0,10.0,9.0,0,0,0.6833333333333332,0.37842600108225105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.0,100.0,0.0,169.0,1.0,1.0,1,1.0,1.0,2.0,104.0,100.0,99.0,1,0.0,2,1125,26,360,10,9.0,10.0,9.0,10.0,10.0,10.0,0,0,0.65,0.39438234100458364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94.0,100.0,0.0,34.0,1.0,1.0,1,1.0,1.0,2.0,100.0,100.0,96.0,1,0.0,2,90,30,171,20,9.0,9.0,9.0,9.0,9.0,9.0,0,1,0.4375,0.18676470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,2.0,1.0,1.0,1,1.5,1.0,1.0,75.0,100.0,50.0,2,0.0,1,14,21,337,146,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.35,0.23796296296296301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
75.0,100.0,1.0,2.0,1.0,1.0,1,1.5,1.0,1.0,72.0,150.0,30.0,2,20.0,2,1125,17,346,94,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.2833333333333334,0.209375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
93.0,100.0,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,57.0,100.0,25.0,2,25.0,1,60,0,310,83,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.16249999999999998,0.13741496598639452,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,2.0,2.0,119.0,250.0,30.0,4,10.0,2,1125,21,286,23,10.0,10.0,10.0,10.0,9.0,10.0,1,0,0.13999999999999999,0.18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94.89738919247117,99.96714848883049,0.0,1.0,1.0,1.0,1,1.5,2.0,1.0,250.0,500.0,100.0,3,20.0,3,14,9,11,4,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.5,0.4295454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,99.96714848883049,0.0,1.0,1.0,1.0,1,1.0,2.0,3.0,89.0,100.0,45.0,2,25.0,1,1125,0,275,56,9.0,10.0,10.0,10.0,9.0,9.0,0,0,0.44305555555555554,0.26488095238095233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,90.0,100.0,30.0,2,0.0,7,100,26,85,38,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.3194805194805195,0.2662831320726056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,85.0,200.0,40.0,1,0.0,2,1125,13,342,37,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.3416666666666666,0.3325757575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80.0,100.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,90.0,200.0,35.0,1,0.0,3,1125,30,89,32,9.0,9.0,9.0,10.0,10.0,9.0,0,1,0.19444444444444445,0.1654761904761905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
100.0,100.0,0.0,1.0,1.0,1.0,1,2.0,3.0,4.0,200.0,100.0,95.0,1,0.0,2,1125,27,87,27,9.0,10.0,10.0,10.0,9.0,10.0,1,0,0.20000000000000004,0.27952164502164506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,3.0,1.0,1.0,1,1.0,1.0,2.0,129.0,250.0,50.0,2,15.0,3,28,18,323,154,10.0,10.0,10.0,10.0,10.0,9.0,0,1,0.1875,0.2196158008658009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89.0,100.0,0.0,11.0,1.0,1.0,1,1.0,1.0,3.0,79.0,100.0,75.0,2,15.0,1,60,30,365,64,9.0,9.0,9.0,9.0,8.0,8.0,0,1,0.45,0.20810657596371882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,85.0,250.0,83.0,2,35.0,1,70,18,75,74,9.0,9.0,10.0,9.0,9.0,9.0,1,1,0.31285714285714283,0.19228778467908905,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
92.0,100.0,0.0,163.0,1.0,1.0,1,1.0,0.0,1.0,121.0,100.0,64.0,1,0.0,1,7,30,365,2,8.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0.1708333333333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
92.0,100.0,0.0,163.0,1.0,1.0,1,1.0,1.0,2.0,132.0,100.0,64.0,1,0.0,1,7,30,341,1,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0.1925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
92.0,100.0,0.0,163.0,1.0,1.0,1,1.0,1.0,2.0,170.0,100.0,83.0,1,0.0,1,7,30,365,1,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.0,0.19537037037037033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
94.89738919247117,99.96714848883049,0.0,1.0,1.0,1.0,1,1.5,1.0,2.0,200.0,100.0,75.0,4,25.0,2,4,29,88,34,10.0,10.0,10.0,10.0,9.0,10.0,1,1,0.43125,0.3011904761904762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.5,1.0,1.0,70.0,100.0,50.0,2,25.0,2,14,20,336,66,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0.26561447811447814,0.27725168350168355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
90.0,100.0,0.0,3.0,1.0,1.0,1,1.0,2.0,4.0,99.0,250.0,100.0,4,0.0,1,365,0,282,66,9.0,9.0,9.0,10.0,9.0,9.0,0,0,0.04732142857142857,0.19303751803751804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,100.0,100.0,25.0,2,20.0,2,1125,26,361,94,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.35,0.28585858585858587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94.89738919247117,99.96714848883049,0.0,1.0,1.0,0.0,1,1.0,3.0,2.0,250.0,150.0,80.0,1,0.0,7,14,30,365,1,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.20625,0.26742424242424245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,150.0,100.0,50.0,1,0.0,1,1125,30,365,64,10.0,10.0,10.0,10.0,10.0,10.0,0,0,5.551115123125783e-18,0.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
88.0,100.0,0.0,4.0,1.0,1.0,1,1.0,1.0,1.0,100.0,200.0,50.0,2,15.0,2,1125,0,187,6,8.0,8.0,9.0,8.0,7.0,8.0,0,0,0.5778409090909091,0.31343365629079917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,2.0,5.0,6.0,225.0,700.0,50.0,4,30.0,3,1125,25,293,29,9.0,9.0,10.0,9.0,9.0,9.0,0,0,0.475,0.2575863678804855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94.89738919247117,99.96714848883049,0.0,1.0,1.0,1.0,1,1.0,1.0,2.0,75.0,100.0,20.0,2,15.0,3,1125,30,365,32,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0.35052083333333334,0.22832107843137256,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,1.0,2.0,1.0,1.0,1,1.0,1.0,1.0,99.0,100.0,25.0,1,0.0,1,1125,23,353,233,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0.025,0.18229166666666666,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,2.0,1.0,1.0,1,1.0,2.0,3.0,105.0,150.0,25.0,2,15.0,1,365,30,173,89,9.0,10.0,10.0,10.0,9.0,10.0,0,0,0.37,0.22943609022556394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,50.0,100.0,50.0,2,30.0,2,1125,18,317,22,10.0,10.0,10.0,10.0,9.0,9.0,1,0,0.3672727272727273,0.14045454545454544,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
75.0,100.0,0.0,1.0,1.0,0.0,1,4.5,5.0,5.0,450.0,100.0,50.0,1,0.0,4,30,0,83,16,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.6805555555555555,0.33650793650793653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,1.0,3.0,1.0,1.0,1,1.0,1.0,2.0,95.0,200.0,45.0,2,25.0,2,365,30,296,180,10.0,10.0,10.0,10.0,10.0,10.0,1,0,0.39166666666666666,0.3348958333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90.0,100.0,1.0,1.0,1.0,1.0,1,1.0,1.0,4.0,98.0,300.0,10.0,2,25.0,1,99,2,326,139,10.0,10.0,10.0,9.0,10.0,10.0,0,0,0.2784615384615385,0.2966832386363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89.0,100.0,0.0,11.0,1.0,1.0,1,2.0,1.0,2.0,89.0,100.0,40.0,1,13.0,1,30,30,365,1,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0.0,0.21808035714285715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,2.5,1.0,1.0,49.0,100.0,10.0,1,10.0,1,21,30,354,57,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0.16999999999999998,0.18037037037037038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,0.0,1,1.0,1.0,1.0,39.0,100.0,10.0,1,6.0,1,1125,30,365,27,9.0,8.0,10.0,9.0,8.0,9.0,0,0,0.2738095238095238,0.2893623737373737,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,3.0,1.0,1.0,1,1.0,1.0,1.0,150.0,100.0,20.0,1,50.0,1,90,30,365,14,9.0,9.0,9.0,10.0,9.0,9.0,0,1,0.4050189393939394,0.3516095779220779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,2.0,1.0,1.0,1,1.0,1.0,1.0,80.0,150.0,50.0,2,10.0,2,1125,19,338,158,9.0,10.0,10.0,10.0,10.0,9.0,0,0,0.11571428571428573,0.38559523809523816,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,2.0,122.0,100.0,50.0,2,17.0,2,120,0,266,113,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0.26666666666666666,0.13917989417989418,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,79.0,100.0,50.0,1,0.0,2,1125,1,48,26,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.5625,0.3523333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100.0,100.0,0.0,18.0,1.0,0.0,1,1.0,1.0,1.0,68.0,100.0,50.0,2,0.0,2,1125,0,333,67,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0.38125,0.16911764705882354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
